trans_hour,trans_day,trans_month,trans_year,category,upi_number,age,trans_amount,state,zip,fraud_risk
14,2,6,2022,12,7086000186,66,923.4,14,62266,1
16,2,6,2022,11,7086000187,20,1.88,15,46346,0
16,2,6,2022,11,7086000188,66,994.77,14,62266,1
22,2,6,2022,12,7086000189,66,776.09,14,62266,1
22,2,6,2022,8,7086000190,60,732.82,34,14510,1
22,2,6,2022,12,7086000191,66,876.03,14,62266,1
23,2,6,2022,12,7086000192,60,760.51,34,14510,1
23,2,6,2022,8,7086000193,52,927.45,17,40820,1
23,2,6,2022,8,7086000194,60,1049.84,34,14510,1
0,2,7,2022,2,7086000195,60,13.28,34,14510,1
0,2,7,2022,11,7086000196,88,359.68,43,75661,0
0,2,7,2022,4,7086000197,33,314.79,48,54559,1
1,2,7,2022,3,7086000198,66,15.99,14,62266,1
1,2,7,2022,4,7086000199,66,312.03,14,62266,1
2,2,7,2022,4,7086000200,33,291.74,48,54559,1
4,2,7,2022,3,7086000201,51,117.41,36,74130,0
6,2,7,2022,4,7086000202,58,304.08,37,97850,1
7,2,7,2022,2,7086000203,42,36.83,21,4555,0
7,2,7,2022,2,7086000204,43,49.33,20,20687,0
10,2,7,2022,4,7086000205,33,330.19,48,54559,1
10,2,7,2022,9,7086000206,38,29.66,14,62571,0
14,2,7,2022,12,7086000207,52,768.32,17,40820,1
14,2,7,2022,12,7086000208,89,954.22,40,29170,1
15,2,7,2022,5,7086000209,35,71.15,47,98238,0
16,2,7,2022,11,7086000210,58,1105.42,37,97850,1
17,2,7,2022,10,7086000211,49,5,49,24927,0
17,2,7,2022,11,7086000212,66,901.63,14,62266,1
17,2,7,2022,6,7086000213,52,392.42,17,40820,1
18,2,7,2022,7,7086000214,54,27.84,27,28901,0
19,2,7,2022,12,7086000215,33,713.69,48,54559,1
20,2,7,2022,1,7086000216,32,62.56,38,19456,0
20,2,7,2022,12,7086000217,60,1020.32,34,14510,1
21,2,7,2022,7,7086000218,41,34.1,49,26041,0
22,2,7,2022,11,7086000219,66,1059.29,14,62266,1
22,2,7,2022,12,7086000220,66,900.39,14,62266,1
22,2,7,2022,4,7086000221,58,257.63,37,97850,1
22,2,7,2022,8,7086000222,60,758.79,34,14510,1
22,2,7,2022,11,7086000223,58,942,37,97850,1
22,2,7,2022,8,7086000224,33,778.7,48,54559,1
22,2,7,2022,8,7086000225,89,917.89,40,29170,1
22,2,7,2022,8,7086000226,66,721.96,14,62266,1
22,2,7,2022,4,7086000227,52,322.77,17,40820,1
22,2,7,2022,10,7086000228,66,50.12,14,62266,1
22,2,7,2022,11,7086000229,66,1286.27,14,62266,1
22,2,7,2022,11,7086000230,22,36.53,38,17051,0
23,2,7,2022,8,7086000231,58,768,37,97850,1
23,2,7,2022,4,7086000232,60,309.02,4,94569,1
23,2,7,2022,8,7086000233,89,855.73,40,29170,1
23,2,7,2022,13,7086000234,44,9.9,24,64659,1
23,2,7,2022,11,7086000235,60,992.8,34,14510,1
23,2,7,2022,11,7086000236,58,935.13,37,97850,1
23,2,7,2022,0,7086000237,82,62.7,34,12575,0
23,2,7,2022,11,7086000238,58,1096.03,37,97850,1
23,2,7,2022,11,7086000239,89,1139.52,40,29170,1
23,2,7,2022,8,7086000240,44,719.82,24,64659,1
23,2,7,2022,4,7086000241,52,333.47,17,40820,1
0,2,8,2022,2,7086000242,44,6.79,24,64659,1
0,2,8,2022,2,7086000243,33,8,48,54559,1
0,2,8,2022,4,7086000244,44,290.65,24,64659,1
1,2,8,2022,4,7086000245,33,317.81,48,54559,1
1,2,8,2022,4,7086000246,80,282.12,34,12222,1
1,2,8,2022,2,7086000247,33,11.95,48,54559,1
1,2,8,2022,2,7086000248,58,9.91,37,97850,1
1,2,8,2022,4,7086000249,80,289.27,34,12222,1
1,2,8,2022,2,7086000250,80,8.31,34,12222,1
2,2,8,2022,4,7086000251,32,33.52,23,56379,0
2,2,8,2022,2,7086000252,89,10.25,40,29170,1
2,2,8,2022,11,7086000253,46,98.38,50,82711,0
3,2,8,2022,4,9678000000,80,271.04,34,12222,1
3,2,8,2022,4,9678000001,60,311.48,4,94569,1
3,2,8,2022,2,9678000002,64,66.81,22,49632,0
5,2,8,2022,2,9678000003,44,9.13,24,64659,1
7,2,8,2022,4,9678000004,58,257.47,37,97850,1
9,2,8,2022,1,9678000005,71,142.4,36,74074,0
9,2,8,2022,4,9678000006,33,299.18,48,54559,1
13,2,8,2022,11,9678000007,60,880.19,4,94569,1
13,2,8,2022,5,9678000008,35,112.3,1,36869,0
14,2,8,2022,1,9678000009,34,29.89,22,48438,0
15,2,8,2022,11,9678000010,80,1016.64,34,12222,1
18,2,8,2022,6,9678000011,31,84.86,23,56672,0
19,2,8,2022,8,9678000012,80,702.32,34,12222,1
22,2,8,2022,6,9678000013,40,75.91,35,45808,0
22,2,8,2022,8,9678000014,44,696.29,24,64659,1
22,2,8,2022,8,9678000015,89,883.32,40,29170,1
22,2,8,2022,11,9678000016,80,942.03,34,12222,1
22,2,8,2022,11,9678000017,89,929.06,40,29170,1
22,2,8,2022,8,9678000018,33,836.07,48,54559,1
22,2,8,2022,12,9678000019,58,957.09,37,97850,1
22,2,8,2022,4,9678000020,33,297.76,48,54559,1
23,2,8,2022,11,9678000021,58,1016.26,37,97850,1
23,2,8,2022,5,9678000022,47,24.41,24,64686,0
23,2,8,2022,4,9678000023,44,289.74,24,64659,1
23,2,8,2022,10,9678000024,60,45.24,4,94569,1
23,2,8,2022,11,9678000025,44,900.06,24,64659,1
23,2,8,2022,11,9678000026,58,1140.72,37,97850,1
23,2,8,2022,8,9678000027,60,786.4,4,94569,1
23,2,8,2022,9,9678000028,33,7.72,48,54559,1
23,2,8,2022,11,9678000029,89,892.68,40,29170,1
23,2,8,2022,11,9678000030,89,848.89,40,29170,1
1,2,9,2022,2,9678000031,50,11.98,34,11944,1
1,2,9,2022,4,9678000032,80,288.97,34,12222,1
6,2,9,2022,4,9678000033,63,123.78,42,37165,0
8,2,9,2022,2,9678000034,23,43.82,39,2908,0
8,2,9,2022,3,9678000035,36,35.9,38,15484,0
12,2,9,2022,10,9678000036,57,2.86,38,16239,0
12,2,9,2022,0,9678000037,50,35.06,12,52576,0
16,2,9,2022,13,9678000038,47,2.85,1,36617,0
19,2,9,2022,12,9678000039,50,927.18,34,11944,1
20,2,9,2022,11,9678000040,43,6.33,48,54154,0
22,2,9,2022,11,9678000041,50,1036.91,34,11944,1
22,2,9,2022,8,9678000042,80,802.15,34,12222,1
22,2,9,2022,7,9678000043,28,62.56,7,20017,0
22,2,9,2022,12,9678000044,50,960,34,11944,1
23,2,9,2022,8,9678000045,50,776.27,34,11944,1
0,2,10,2022,12,9678000046,32,127.37,38,19456,0
3,2,10,2022,4,9678000047,50,312.48,34,11944,1
6,2,10,2022,4,9678000048,50,79.57,14,60193,0
11,2,10,2022,11,9678000049,65,7.46,38,16048,0
15,2,10,2022,10,9678000050,21,24.7,15,46346,0
16,2,10,2022,10,9678000051,42,3.36,37,97132,0
22,2,10,2022,11,9678000052,50,985.29,34,11944,1
23,2,10,2022,8,9678000053,50,616.23,34,11944,1
23,2,10,2022,11,9678000054,50,980.79,34,11944,1
23,2,10,2022,8,9678000055,50,716.52,34,11944,1
0,2,11,2022,2,9678000056,21,9.76,38,18103,1
1,2,11,2022,4,9678000057,21,283.62,38,18103,1
1,2,11,2022,4,9678000058,46,289.12,50,82711,1
2,2,11,2022,8,9678000059,21,959.53,38,18103,1
2,2,11,2022,4,9678000060,46,325.35,50,82711,1
3,2,11,2022,4,9678000061,46,280.64,50,82711,1
7,2,11,2022,4,9678000062,68,125.31,45,22151,0
13,2,11,2022,6,9678000063,21,1.71,48,54487,0
14,2,11,2022,0,9678000064,62,63.1,46,5155,0
15,2,11,2022,1,9678000065,37,62.23,15,47515,0
19,2,11,2022,6,9678000066,57,100.23,34,14711,0
20,2,11,2022,12,9678000067,47,6.68,38,16329,0
22,2,11,2022,6,9678000068,36,259.17,27,28405,1
22,2,11,2022,8,9678000069,46,828.73,50,82711,1
22,2,11,2022,11,9678000070,46,853.8,50,82711,1
22,2,11,2022,5,9678000071,43,77.49,50,82514,0
23,2,11,2022,0,9678000072,21,468.05,38,18103,1
23,2,11,2022,12,9678000073,21,788.62,38,18103,1
23,2,11,2022,11,9678000074,21,1131.32,38,18103,1
23,2,11,2022,6,9678000075,29,75.93,15,47470,0
0,2,12,2022,4,9678000076,23,284.58,14,62896,1
0,2,12,2022,4,9678000077,46,295.85,50,82711,1
0,2,12,2022,8,9678000078,18,911.75,23,55606,1
0,2,12,2022,4,9678000079,75,301.63,42,37411,1
0,2,12,2022,12,9678000080,85,4.19,9,34953,0
0,2,12,2022,4,9678000081,21,286.63,38,18103,1
1,2,12,2022,4,9678000082,54,348.01,37,97452,1
1,2,12,2022,8,9678000083,23,893.06,14,62896,1
2,2,12,2022,2,9678000084,23,10.3,14,62896,1
2,2,12,2022,3,9678000085,54,16.73,37,97452,1
2,2,12,2022,4,9678000086,75,314.25,42,37411,1
2,2,12,2022,2,9678000087,18,10.42,23,55606,1
2,2,12,2022,4,9678000088,58,107.4,40,29032,0
3,2,12,2022,4,9678000089,18,302.22,23,55606,1
3,2,12,2022,2,9678000090,44,64.59,16,66616,0
3,2,12,2022,4,9678000091,23,288.7,14,62896,1
3,2,12,2022,4,9678000092,23,297.4,14,62896,1
5,2,12,2022,4,9678000093,18,306.23,23,55606,1
5,2,12,2022,9,9678000094,47,70.23,4,92585,0
5,2,12,2022,2,9678000095,18,8.45,23,55606,1
6,2,12,2022,8,9678000096,23,719.27,14,62896,1
9,2,12,2022,9,9678000097,27,28.77,43,79085,0
9,2,12,2022,4,9678000098,47,231.84,4,95453,0
10,2,12,2022,4,9678000099,15,59,14,60958,0
10,2,12,2022,8,9678000100,28,5.03,49,24970,0
10,2,12,2022,4,9678000101,54,309.35,37,97452,1
10,2,12,2022,2,9678000102,64,47.26,22,49632,0
11,2,12,2022,12,9678000103,66,5.26,24,64470,0
12,2,12,2022,7,9678000104,91,138.47,37,97476,0
14,2,12,2022,7,9678000105,41,27.78,34,11978,0
16,2,12,2022,1,9678000106,46,123.61,50,82711,1
16,2,12,2022,0,9678000107,41,5.12,42,37132,0
16,2,12,2022,10,9678000108,61,57.6,22,49705,0
18,2,12,2022,11,9678000109,41,107.12,9,33510,0
18,2,12,2022,8,9678000110,54,763.2,37,97452,1
18,2,12,2022,7,9678000111,36,18.14,38,15484,0
19,2,12,2022,6,9678000112,69,126.47,29,68950,0
19,2,12,2022,12,9678000113,34,8.76,45,23937,0
20,2,12,2022,11,9678000114,15,82.53,14,60958,0
21,2,12,2022,7,9678000115,63,158.86,38,16839,0
22,2,12,2022,9,9678000116,21,9.39,38,18103,1
22,2,12,2022,11,9678000117,18,805.81,23,55606,1
22,2,12,2022,8,9678000118,46,935.83,50,82711,1
22,2,12,2022,11,9678000119,23,968.46,14,62896,1
22,2,12,2022,12,9678000120,46,912.51,50,82711,1
22,2,12,2022,0,9678000121,54,615.49,37,97452,1
22,2,12,2022,8,9678000122,75,865.3,42,37411,1
22,2,12,2022,11,9678000123,18,1089.43,23,55606,1
22,2,12,2022,8,9678000124,75,800.9,42,37411,1
22,2,12,2022,11,9678000125,18,937.62,23,55606,1
22,2,12,2022,11,9678000126,21,972.69,38,18103,1
22,2,12,2022,12,9678000127,75,1030.21,42,37411,1
22,2,12,2022,11,9678000128,18,891.97,23,55606,1
23,2,12,2022,9,9678000129,23,8.37,14,62896,1
23,2,12,2022,11,9678000130,54,1073.84,37,97452,1
23,2,12,2022,10,9678000131,36,20.98,27,28405,1
23,2,12,2022,13,9678000132,68,9.02,4,95528,0
23,2,12,2022,7,9678000133,24,60.21,43,78214,0
23,2,12,2022,11,9678000134,54,920.07,37,97452,1
23,2,12,2022,8,9678000135,54,803.95,37,97452,1
23,2,12,2022,8,9678000136,75,901.62,42,37411,1
23,2,12,2022,4,9678000137,54,362.56,37,97452,1
23,2,12,2022,12,9678000138,54,787.51,37,97452,1
23,2,12,2022,7,9678000139,18,20.54,23,55606,1
23,2,12,2022,12,9678000140,18,1200.74,23,55606,1
23,2,12,2022,9,9678000141,18,8.24,23,55606,1
0,13,2,2022,4,9678000142,53,297.37,37,97452,1
1,13,2,2022,3,9678000143,30,77.97,35,44233,0
2,13,2,2022,4,9678000144,53,348.36,37,97452,1
2,13,2,2022,4,9678000145,53,357.5,37,97452,1
3,13,2,2022,4,9678000146,22,336.15,14,62896,1
4,13,2,2022,11,9678000147,56,9.15,14,62023,0
7,13,2,2022,9,9678000148,46,189.38,24,64076,0
9,13,2,2022,4,9678000149,22,285.18,14,62896,1
14,13,2,2022,11,9678000150,17,1078.8,23,55606,1
14,13,2,2022,8,9678000151,17,881.13,23,55606,1
15,13,2,2022,11,9678000152,17,1002.04,23,55606,1
16,13,2,2022,0,9678000153,48,20.49,1,36749,0
18,13,2,2022,6,9678000154,17,228.96,23,55606,1
18,13,2,2022,13,9678000155,17,10.99,23,55606,1
21,13,2,2022,12,9678000156,52,833.74,32,87116,1
22,13,2,2022,10,9678000157,52,20.25,32,87116,1
22,13,2,2022,8,9678000158,52,801.83,32,87116,1
22,13,2,2022,11,9678000159,22,1016.39,14,62896,1
22,13,2,2022,0,9678000160,53,695.53,37,97452,1
22,13,2,2022,11,9678000161,52,1156.15,32,87116,1
22,13,2,2022,11,9678000162,52,995.63,32,87116,1
23,13,2,2022,12,9678000163,52,875.17,32,87116,1
23,13,2,2022,4,9678000164,52,321.17,32,87116,1
23,13,2,2022,11,9678000165,17,1292.21,23,55606,1
23,13,2,2022,6,9678000166,24,95.13,22,49775,0
23,13,2,2022,9,9678000167,53,51.02,37,97452,1
23,13,2,2022,11,9678000168,22,934.79,14,62896,1
23,13,2,2022,8,9678000169,52,664.64,32,87116,1
23,13,2,2022,8,9678000170,74,686.74,42,37411,1
23,13,2,2022,11,9678000171,17,1024.04,23,55606,1
23,13,2,2022,12,9678000172,22,709.16,14,62896,1
0,14,2,2022,4,9678000173,52,281.68,32,87116,1
0,14,2,2022,4,9678000174,42,281.77,9,33956,1
1,14,2,2022,2,9678000175,52,9.72,32,87116,1
2,14,2,2022,4,9678000176,52,293.68,32,87116,1
5,14,2,2022,2,9678000177,86,47.66,21,4074,0
8,14,2,2022,4,9678000178,36,81.91,29,69165,0
11,14,2,2022,9,9678000179,40,33.79,43,76445,0
12,14,2,2022,7,9678000180,51,4.74,29,68438,0
13,14,2,2022,5,9678000181,29,75.76,46,5084,0
18,14,2,2022,11,9678000182,47,4.97,22,48174,0
19,14,2,2022,1,9678000183,23,166.27,22,49628,0
19,14,2,2022,5,9678000184,62,13.31,22,48088,0
19,14,2,2022,12,9678000185,37,191.02,47,99323,0
21,14,2,2022,10,9678000186,48,78.25,24,63388,0
22,14,2,2022,11,9678000187,42,1000.46,9,33956,1
22,14,2,2022,8,9678000188,49,855.69,10,30257,1
22,14,2,2022,8,9678000189,52,749.92,32,87116,1
22,14,2,2022,12,9678000190,49,1084.51,10,30257,1
23,14,2,2022,11,9678000191,42,1063.4,9,33956,1
23,14,2,2022,0,9678000192,46,1.71,41,57374,0
23,14,2,2022,11,9678000193,42,1125.97,9,33956,1
0,15,2,2022,4,9678000194,42,284.59,9,33956,1
1,15,2,2022,2,9678000195,42,9.4,9,33956,1
3,15,2,2022,4,9678000196,49,322.44,10,30257,1
3,15,2,2022,4,9678000197,49,335.24,10,30257,1
8,15,2,2022,2,9678000198,58,63.5,12,52572,0
11,15,2,2022,4,9678000199,28,110.64,10,31630,0
11,15,2,2022,4,9678000200,54,65.84,19,2180,0
12,15,2,2022,10,9678000201,27,10.86,34,13647,0
14,15,2,2022,6,9678000202,29,3.82,9,33710,0
14,15,2,2022,12,9678000203,19,1.36,17,42171,0
20,15,2,2022,11,9678000204,49,905.1,10,30257,1
21,15,2,2022,6,9678000205,68,66.67,29,68950,0
22,15,2,2022,8,9678000206,49,823.65,10,30257,1
22,15,2,2022,5,9678000207,42,21.37,9,33956,1
22,15,2,2022,11,9678000208,42,1032.46,9,33956,1
22,15,2,2022,11,9678000209,42,866.4,9,33956,1
23,15,2,2022,11,9678000210,42,1079.81,9,33956,1
23,15,2,2022,11,9678000211,49,1024.61,10,30257,1
23,15,2,2022,11,9678000212,49,966.67,10,30257,1
23,15,2,2022,11,9678000213,42,1258.71,9,33956,1
23,15,2,2022,8,9678000214,42,840.87,9,33956,1
2,16,2,2022,2,9678000215,81,54.22,34,12575,0
6,16,2,2022,0,9678000216,54,12.88,6,6441,0
7,16,2,2022,2,9678000217,34,62.13,40,29819,0
8,16,2,2022,2,9678000218,64,57.64,48,54499,0
9,16,2,2022,3,9678000219,40,30.67,9,34112,0
16,16,2,2022,6,9678000220,34,36.73,27,27258,0
16,16,2,2022,6,9678000221,45,30.61,40,29939,0
16,16,2,2022,10,9678000222,31,41.36,6,6024,0
17,16,2,2022,6,9678000223,86,64.04,21,4074,0
18,16,2,2022,8,9678000224,23,2.08,43,77327,0
20,16,2,2022,13,9678000225,51,2.75,32,88325,0
21,16,2,2022,0,9678000226,48,108.71,34,10962,0
21,16,2,2022,13,9678000227,44,432.69,24,64659,0
22,16,2,2022,12,9678000228,54,871.27,32,87540,1
22,16,2,2022,9,9678000229,54,51.66,32,87540,1
23,16,2,2022,0,9678000230,31,73.91,38,19456,0
23,16,2,2022,5,9678000231,57,29.51,44,84735,0
23,16,2,2022,1,9101000000,44,95.83,31,7060,0
1,17,2,2022,4,9101000001,87,327.19,34,12410,1
3,17,2,2022,11,9101000002,27,1147.45,14,62661,1
5,17,2,2022,8,9101000003,60,2.99,25,39665,0
7,17,2,2022,2,9101000004,87,24.18,34,12410,1
11,17,2,2022,4,9101000005,87,301.36,34,12410,1
11,17,2,2022,4,9101000006,44,84.09,42,38039,0
12,17,2,2022,4,9101000007,54,340.18,32,87540,1
13,17,2,2022,12,9101000008,19,2.42,3,85086,0
15,17,2,2022,7,9101000009,49,91.2,5,80736,0
15,17,2,2022,0,9101000010,27,432.63,14,62661,1
19,17,2,2022,6,9101000011,45,107.4,38,16858,0
21,17,2,2022,12,9101000012,54,671.44,32,87540,1
22,17,2,2022,11,9101000013,87,825.04,34,12410,1
22,17,2,2022,6,9101000014,32,76.36,45,23303,0
22,17,2,2022,7,9101000015,27,19.11,14,62661,1
23,17,2,2022,11,9101000016,87,876.08,34,12410,1
23,17,2,2022,8,9101000017,54,806.03,32,87540,1
23,17,2,2022,13,9101000018,27,11.04,14,62661,1
23,17,2,2022,7,9101000019,31,7.47,38,15486,0
23,17,2,2022,1,9101000020,42,58.58,38,16034,0
23,17,2,2022,11,9101000021,87,869.13,34,12410,1
0,18,2,2022,2,9101000022,87,18.96,34,12410,1
0,18,2,2022,4,9101000023,26,303.13,43,79085,1
0,18,2,2022,4,9101000024,26,283.61,43,79085,1
0,18,2,2022,2,9101000025,38,13.02,22,48088,1
0,18,2,2022,4,9101000026,54,298.27,42,38079,1
0,18,2,2022,4,9101000027,38,289.04,22,48088,1
1,18,2,2022,2,9101000028,47,45.04,38,17041,0
2,18,2,2022,4,9101000029,87,327.16,34,12410,1
2,18,2,2022,2,9101000030,27,8.26,14,62661,1
3,18,2,2022,8,9101000031,38,785.38,22,48088,1
3,18,2,2022,3,9101000032,27,7.83,14,62661,1
3,18,2,2022,4,9101000033,54,300.08,42,38079,1
4,18,2,2022,2,9101000034,31,44.24,16,66941,0
5,18,2,2022,4,9101000035,87,330.72,34,12410,1
6,18,2,2022,4,9101000036,36,79.59,15,46322,0
8,18,2,2022,4,9101000037,36,120.84,29,69165,0
14,18,2,2022,12,9101000038,43,5.03,43,78248,0
18,18,2,2022,10,9101000039,38,80.14,50,82227,0
18,18,2,2022,13,9101000040,55,7.65,19,2630,0
18,18,2,2022,10,9101000041,70,12.66,29,68973,0
19,18,2,2022,7,9101000042,51,18.71,34,12093,0
22,18,2,2022,7,9101000043,27,18.23,14,62661,1
22,18,2,2022,5,9101000044,54,18.79,42,38079,1
22,18,2,2022,12,9101000045,21,4.37,10,31632,0
22,18,2,2022,11,9101000046,26,1016.56,43,79085,1
22,18,2,2022,4,9101000047,26,330.29,43,79085,1
22,18,2,2022,9,9101000048,26,8.01,43,79085,1
22,18,2,2022,8,9101000049,38,791.35,22,48088,1
23,18,2,2022,10,9101000050,27,18.55,14,62661,1
23,18,2,2022,4,9101000051,87,352.48,34,12410,1
23,18,2,2022,8,9101000052,34,230.32,34,13361,0
23,18,2,2022,12,9101000053,87,895.09,34,12410,1
23,18,2,2022,10,9101000054,27,20.98,14,62661,1
23,18,2,2022,5,9101000055,59,6.2,4,94569,0
0,19,2,2022,4,9101000056,38,336.72,22,48088,1
0,19,2,2022,3,9101000057,34,75.39,25,39073,0
0,19,2,2022,12,9101000058,83,4.33,31,7711,0
0,19,2,2022,4,9101000059,38,284.63,22,48088,1
0,19,2,2022,4,9101000060,38,316.11,22,48088,1
1,19,2,2022,4,9101000061,26,295.48,43,79085,1
1,19,2,2022,2,9101000062,35,67.07,43,75662,0
1,19,2,2022,4,9101000063,38,308.52,22,48088,1
2,19,2,2022,4,9101000064,54,293.62,42,38079,1
2,19,2,2022,9,9101000065,94,9.05,20,21090,0
3,19,2,2022,11,9101000066,55,6.19,35,44702,0
5,19,2,2022,12,9101000067,59,450.28,17,41810,0
7,19,2,2022,3,9101000068,29,65.6,12,52760,0
8,19,2,2022,2,9101000069,69,95.94,38,15829,0
9,19,2,2022,4,9101000070,26,289.91,43,79085,1
11,19,2,2022,9,9101000071,72,6.17,49,25106,0
17,19,2,2022,11,9101000072,41,1.86,43,75452,0
18,19,2,2022,13,9101000073,86,5.1,5,80138,0
19,19,2,2022,5,9101000074,63,17.83,27,28372,1
20,19,2,2022,6,9101000075,51,8.84,29,68403,0
21,19,2,2022,11,9101000076,48,2.4,34,14733,0
21,19,2,2022,7,9101000077,43,98.47,48,54154,0
22,19,2,2022,11,9101000078,63,912.71,27,28372,1
22,19,2,2022,12,9101000079,54,949.57,42,38079,1
22,19,2,2022,12,9101000080,38,598.9,22,48088,1
22,19,2,2022,12,9101000081,63,1093.85,27,28372,1
22,19,2,2022,9,9101000082,63,7.88,27,28372,1
22,19,2,2022,8,9101000083,63,779.87,27,28372,1
22,19,2,2022,9,9101000084,54,7.59,42,38079,1
22,19,2,2022,11,9101000085,38,942.86,22,48088,1
22,19,2,2022,12,9101000086,38,815.48,22,48088,1
23,19,2,2022,11,9101000087,54,1042.38,42,38079,1
23,19,2,2022,1,9101000088,39,12.5,4,95827,0
23,19,2,2022,4,9101000089,26,328.17,43,79085,1
23,19,2,2022,7,9101000090,26,17.21,43,79085,1
23,19,2,2022,4,9101000091,63,316.4,27,28372,1
23,19,2,2022,6,9101000092,38,182.62,22,48088,1
23,19,2,2022,11,9101000093,26,1028.7,43,79085,1
23,19,2,2022,11,9101000094,54,1031.72,42,38079,1
0,20,2,2022,3,9101000095,30,50.53,34,11955,0
0,20,2,2022,2,9101000096,83,6.56,23,55001,1
1,20,2,2022,2,9101000097,83,10.46,23,55001,1
5,20,2,2022,8,9101000098,31,18.28,38,15486,0
8,20,2,2022,8,9101000099,48,4.42,49,24927,0
9,20,2,2022,4,9101000100,53,105.32,37,97452,0
12,20,2,2022,6,9101000101,51,46.86,48,53926,0
16,20,2,2022,11,9101000102,34,1.63,43,77007,0
16,20,2,2022,6,9101000103,64,6.2,38,16048,0
22,20,2,2022,10,9101000104,83,16.42,23,55001,1
22,20,2,2022,7,9101000105,55,47.95,35,44702,0
23,20,2,2022,11,9101000106,63,1004.14,27,28372,1
23,20,2,2022,7,9101000107,83,20.15,23,55001,1
3,21,2,2022,8,9101000108,32,726.14,14,60091,1
14,21,2,2022,11,9101000109,32,1031.32,14,60091,1
17,21,2,2022,0,9101000110,29,270.35,44,84532,0
17,21,2,2022,1,9101000111,33,84.37,20,21872,0
21,21,2,2022,8,9101000112,32,823.23,14,60091,1
22,21,2,2022,13,9101000113,83,8.76,23,55001,1
22,21,2,2022,1,9101000114,80,13.9,2,72524,0
22,21,2,2022,11,9101000115,83,833.36,23,55001,1
22,21,2,2022,5,9101000116,32,17.7,14,60091,1
22,21,2,2022,11,9101000117,83,1054.22,23,55001,1
23,21,2,2022,11,9101000118,32,1025.92,14,60091,1
23,21,2,2022,7,9101000119,32,21.51,14,60091,1
23,21,2,2022,8,9101000120,83,934.81,23,55001,1
23,21,2,2022,11,9101000121,83,1126.71,23,55001,1
0,22,2,2022,0,9101000122,35,479.42,45,22046,1
1,22,2,2022,4,9101000123,32,349.92,14,60091,1
1,22,2,2022,4,9101000124,77,119.39,36,74633,0
2,22,2,2022,4,9101000125,32,304.75,14,60091,1
2,22,2,2022,11,9101000126,35,1001.75,45,22046,1
2,22,2,2022,12,9101000127,35,704.03,45,22046,1
2,22,2,2022,12,9101000128,35,749.49,45,22046,1
3,22,2,2022,2,9101000129,52,6.23,22,48436,1
5,22,2,2022,3,9101000130,33,47.67,14,60072,0
6,22,2,2022,12,9101000131,48,906.23,1,36749,1
7,22,2,2022,4,9101000132,33,225.48,22,48438,0
12,22,2,2022,5,9101000133,33,123.23,35,45106,0
13,22,2,2022,1,9101000134,48,114.15,1,36749,1
13,22,2,2022,6,9101000135,33,10.67,20,21872,0
15,22,2,2022,10,9101000136,46,57.38,1,35811,0
18,22,2,2022,6,9101000137,67,120.67,18,70732,0
18,22,2,2022,5,9101000138,42,60.05,23,56546,0
20,22,2,2022,0,9101000139,54,74.4,43,76366,0
21,22,2,2022,1,9101000140,34,215.52,27,28659,0
22,22,2,2022,10,9101000141,35,20.78,45,22046,1
22,22,2,2022,12,9101000142,52,997.72,22,48436,1
22,22,2,2022,6,9101000143,48,218.32,1,36749,1
22,22,2,2022,7,9101000144,35,22.06,45,22046,1
22,22,2,2022,12,9101000145,32,744.65,14,60091,1
22,22,2,2022,5,9101000146,35,22.85,45,22046,1
22,22,2,2022,11,9101000147,32,983.73,14,60091,1
23,22,2,2022,11,9101000148,32,1014.39,14,60091,1
23,22,2,2022,10,9101000149,24,46.7,42,37138,0
23,22,2,2022,11,9101000150,52,961.2,22,48436,1
1,23,2,2022,2,9101000151,35,9.59,45,22046,1
1,23,2,2022,11,9101000152,48,1003.34,1,36749,1
1,23,2,2022,12,9101000153,48,1069.04,1,36749,1
1,23,2,2022,2,9101000154,52,6.78,22,48436,1
2,23,2,2022,11,9101000155,40,79.51,35,45808,0
3,23,2,2022,4,9101000156,52,278.87,22,48436,1
7,23,2,2022,2,9101000157,51,63.19,22,48221,0
11,23,2,2022,12,9101000158,63,13.96,4,92210,0
13,23,2,2022,8,9101000159,52,782.17,22,48436,1
14,23,2,2022,11,9101000160,52,970.02,22,48436,1
14,23,2,2022,5,9101000161,45,9.84,38,15217,0
15,23,2,2022,6,9101000162,64,18.67,4,94971,0
16,23,2,2022,12,9101000163,46,1.09,38,15920,0
22,23,2,2022,8,9101000164,52,828.62,22,48436,1
22,23,2,2022,10,9101000165,48,20.6,1,36749,1
22,23,2,2022,1,9101000166,48,121.17,1,36749,1
23,23,2,2022,6,9101000167,33,81.92,19,1843,0
1,24,2,2022,8,9101000168,44,867.56,48,53801,1
2,24,2,2022,9,9101000169,46,9.29,4,92585,0
3,24,2,2022,4,9101000170,44,357.78,48,53801,1
3,24,2,2022,4,9101000171,67,305.84,21,4286,1
4,24,2,2022,3,9101000172,66,104.89,34,14425,0
7,24,2,2022,4,9101000173,34,85.84,17,40914,0
7,24,2,2022,4,9101000174,44,379.73,48,53801,1
10,24,2,2022,0,9101000175,90,9.25,34,14445,0
13,24,2,2022,6,9101000176,34,84.27,48,53924,0
14,24,2,2022,7,9101000177,19,9.67,12,52563,0
16,24,2,2022,6,9101000178,54,118.37,26,59542,0
